species,dispersal_mode,source,genus,family,mode_key,mode_label,n_modes,agents_vec,dispersal_agent_multi,dispersal_agent_summary
Acmella brachyglossa,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Acmella ciliata,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Acmella decumbens,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Acmella grisea,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Acmella leptophylla,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Acmella uliginosa,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Acmispon glabrus,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Acmispon maritimus,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Acmispon strigosus,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Acnistus arborescens,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Acoelorraphe wrightii,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Aconitum degenii subsp. paniculatum,ballochorous_human-mediated,TRY,NA,NA,ballochorous_human-mediated,Mixed,2,,animal_ballistic,mixed
Aconitum lycoctonum,unassisted_freshwater-hydrochorous_endozoochorous_human-mediated,TRY,NA,NA,endozoochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,4,,animal_water_unassisted,mixed
Aconitum lycoctonum subsp. vulparia,human-mediated_ballochorous,TRY,NA,NA,ballochorous_human-mediated,Mixed,2,,animal_ballistic,mixed
Aconitum napellus subsp. napellus,ballochorous_human-mediated,TRY,NA,NA,ballochorous_human-mediated,Mixed,2,,animal_ballistic,mixed
Aconitum septentrionale,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Aconitum variegatum,ballochorous_unassisted,TRY,NA,NA,ballochorous_unassisted,Mixed,2,,ballistic_unassisted,mixed
Acorus calamus,unassisted_human-mediated_freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous_unassisted_human-mediated,Mixed,3,,animal_water_unassisted,mixed
Acosmium diffusissimum,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Acourtia fruticosa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Acourtia microcephala,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Acridocarpus natalitius,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Acridocarpus smeathmanii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Acritopappus diamantinicus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Acritopappus irwinii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Acritopappus longifolius,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Acritopappus morii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Acritopappus pereirae,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Acritopappus prunifolius,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Acritopappus santosii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Acritopappus subtomentosus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Acrocomia aculeata,epizoochorous_endozoochorous_myrmecochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,,animal,animal
Acrocomia emensis,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Acrocomia glaucescens,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Acrocomia hassleri,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Acrocomia sp,epizoochorous_endozoochorous_unassisted_myrmecochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous_unassisted,Mixed,4,,animal_unassisted,mixed
Acrocomia totai,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Acrodon subulatus,freshwater-hydrochorous_myrmecochorous,TRY,NA,NA,myrmecochorous_freshwater-hydrochorous,Mixed,2,,animal_water,mixed
Acronychia pedunculata,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Actaea erythrocarpa,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Actaea spicata,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Actephila lindleyi,ballochorous,TRY,NA,NA,ballochorous,Ballochorous,1,,ballistic,ballistic
Actinobole uliginosum,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Actinocephalus actinocephaloides,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus aggregatus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus arenicola,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus armeria,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus bahiensis,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus barbiger,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus bongardii,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus brachypus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus cabralensis,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus callophyllus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus ciliatus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus cipoensis,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus claussenianus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus compactus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus coutoensis,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus deflexus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus denudatus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus diffusus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus divaricatus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus falcifolius,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus fimbriatus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus geniculatus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus glabrescens,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus glareosus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus graminifolius,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus herzogii,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus heteropus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus heterotrichus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus incanus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus ithyphyllus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus koernickeanus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus longifolius,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus nodifer,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus pachyphyllus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus perbracchiatus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus phaeocephalus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus polyanthus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus ramosus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus rhizomatosus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus rigidus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus robustus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus scytophyllus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus stereophyllus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus trichopeplus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus velutinus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocephalus verae,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Actinocladum verticillatum,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Actinokentia divaricata,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Actinostemon concepcionis,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Actinostemon concolor,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Actinostemon lagoensis,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Actinostemon sparsifolius,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Actinotus helianthi,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Actinotus minor,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Adelobotrys adscendens,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adenanthera pavonina,epizoochorous_endozoochorous_myrmecochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,,animal,animal
Adenaria floribunda,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Adenocalymma axillarum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma bipinnatum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma bracteatum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma campicola,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma fruticosum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma imperatoris-maximilianii,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma inundatum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma involucratum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma moringifolium,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adenocalymma neoflavidum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adenocalymma nodosum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma paucifoliolatum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma pedunculatum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma peregrinum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma pubescens,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma racemosum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adenocalymma saulense,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adenocalymma scabriusculum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma subspicatum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocalymma trifoliatum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Adenocarpus complicatus,epizoochorous_ballochorous,EuDiS,NA,NA,epizoochorous_ballochorous,Mixed,2,,animal_ballistic,mixed
Adenocarpus decorticans,epizoochorous_ballochorous,EuDiS,NA,NA,epizoochorous_ballochorous,Mixed,2,,animal_ballistic,mixed
Adenocarpus hispanicus,epizoochorous_ballochorous,EuDiS,NA,NA,epizoochorous_ballochorous,Mixed,2,,animal_ballistic,mixed
Adenocarpus telonensis,epizoochorous_ballochorous,EuDiS,NA,NA,epizoochorous_ballochorous,Mixed,2,,animal_ballistic,mixed
Adenostemma goyazense,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adenostemma suffruticosum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adenostoma fasciculatum,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Adenostyles alliariae,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adenostyles alpina,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adenostyles leucophylla,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adiantum aethiopicum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adiantum diaphanum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adiantum hispidulum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adina cordifolia,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Adonidia merrillii,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Adonis aestivalis,myrmecochorous,EuDiS,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Adonis annua,myrmecochorous,EuDiS,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Adonis flammea,myrmecochorous,EuDiS,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Adonis vernalis,myrmecochorous,EuDiS,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Adoxa moschatellina,endozoochorous_epizoochorous,EuDiS,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Adriana urticoides,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Aechmea aquilega,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Aechmea bromeliifolia,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Aechmea calyculata,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Aechmea castelnavii,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Aechmea distichantha,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Aechmea lamarchei,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Aechmea nudicaulis,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Aechmea phanerophlebia,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Aechmea seidelii,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Aechmea tocantina,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Aegialitis annulata,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Aegiceras corniculatum,freshwater-hydrochorous_thalassochorous,TRY,NA,NA,thalassochorous_freshwater-hydrochorous,Mixed,2,,water,water
Aegiceras floridum,freshwater-hydrochorous_thalassochorous,TRY,NA,NA,thalassochorous_freshwater-hydrochorous,Mixed,2,,water,water
Aegilops comosa,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Aegilops cylindrica,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Aegilops dichasians,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Aegilops geniculata,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Aegilops lorentii,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Aegilops neglecta,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Aegilops speltoides,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Aegilops triuncialis,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Aegilops uniaristata,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Aegilops ventricosa,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Aegiphila costaricensis,epizoochorous_freshwater-hydrochorous,TRY,NA,NA,epizoochorous_freshwater-hydrochorous,Mixed,2,,animal_water,mixed
Aegiphila integrifolia,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Aegiphila laevis,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Aegiphila mollis,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Aegiphila obducta,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Aegiphila parviflora,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Aegiphila racemosa,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Aegiphila verticillata,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Aegiphila vitelliniflora,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Aegopodium podagraria,human-mediated_unassisted_ballochorous_anemochorous,TRY,NA,NA,anemochorous_ballochorous_unassisted_human-mediated,Mixed,4,,animal_wind_ballistic_unassisted,mixed
Aeluropus littoralis,thalassochorous,EuDiS,NA,NA,thalassochorous,Thalassochorous,1,,water,water
Aenigmatanthera doniana,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aenigmatanthera lasiandra,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aerva javanica,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aeschynanthus albidus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aeschynanthus volubilis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aeschynomene americana,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene brasiliana,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene brevipes,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene denticulata,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene elegans,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene evenia,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene falcata,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene filosa,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene fluminensis,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene genistoides,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene graminoides,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene histrix,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aeschynomene laca-buendiana,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
